date,wiki_open,sheepb_open,open_absolute_relative_difference,wiki_high,sheepb_high,high_absolute_relative_difference,wiki_low,sheepb_low,low_absolute_relative_difference,wiki_close,sheepb_close,close_absolute_relative_difference,wiki_volume,sheepb_volume,volume_absolute_relative_difference
2007-12-05,60.0,60.0,0.0,60.03,60.029998779296875,2.033488466501865e-08,58.93,58.93000030517578,5.1786150923049945e-09,59.77,59.77000045776367,7.658752965156168e-09,455900.0,455900.0,0.0
2007-12-06,59.98,59.97999954223633,7.631938414576211e-09,60.2,60.20000076293945,1.2673412763675174e-08,58.82,58.81999969482422,5.1882995677488e-09,59.72,59.720001220703125,2.0440440895441725e-08,439400.0,439400.0,0.0
2007-12-07,59.97,59.970001220703125,2.035522972398951e-08,60.32,60.31999969482422,5.059280216990203e-09,58.98,58.97999954223633,7.761337239564625e-09,59.23,59.22999954223633,7.72857788877701e-09,339200.0,339200.0,0.0
2007-12-10,59.27,59.27000045776367,7.72336194998502e-09,60.12,60.119998931884766,1.776638780537354e-08,59.2,59.20000076293945,1.28874906302201e-08,59.7,59.70000076293945,1.2779555191855252e-08,333600.0,333600.0,0.0
2007-12-11,59.96,59.959999084472656,1.5268968422965656e-08,60.59,60.59000015258789,2.518367514525721e-09,58.6854,58.689998626708984,7.836066055588731e-05,59.24,59.2400016784668,2.833333545559924e-08,367700.0,367700.0,0.0
2007-12-12,59.72,59.720001220703125,2.0440440895441725e-08,59.99,59.9900016784668,2.7979109695763782e-08,57.99,57.9900016784668,2.8944073138248427e-08,58.26,58.2599983215332,2.8809934660145586e-08,474800.0,474800.0,0.0
2007-12-13,57.95,57.95000076293945,1.3165478041088363e-08,59.58,59.58000183105469,3.073270704589959e-08,57.72,57.720001220703125,2.1148702789020035e-08,59.22,59.220001220703125,2.0613021289861422e-08,651000.0,651000.0,0.0
2007-12-14,58.99,58.9900016784668,2.845341229296139e-08,59.74,59.7400016784668,2.8096196702520615e-08,58.33,58.33000183105469,3.139130266838208e-08,59.26,59.2599983215332,2.8323773104688144e-08,264700.0,264700.0,0.0
2007-12-17,58.86,58.86000061035156,1.036954744293439e-08,59.22,59.220001220703125,2.0613021289861422e-08,57.35,57.349998474121094,2.6606432612652497e-08,57.67,57.66999816894531,3.17505581826083e-08,436000.0,436000.0,0.0
2007-12-18,57.4,57.400001525878906,2.6583256262924237e-08,58.27,58.27000045776367,7.855906369869103e-09,56.54,56.540000915527344,1.6192559959549158e-08,57.09,57.09000015258789,2.6727602353560087e-09,420800.0,420800.0,0.0
2007-12-19,56.85,56.849998474121094,2.6840438094311025e-08,58.19,58.189998626708984,2.3600120524491786e-08,56.85,56.849998474121094,2.6840438094311025e-08,58.08,58.08000183105469,3.1526423693861716e-08,471100.0,471100.0,0.0
2007-12-20,58.55,58.54999923706055,1.3030562739935192e-08,60.05,60.04999923706055,1.2705069996066243e-08,58.35,58.349998474121094,2.6150452581141792e-08,60.05,60.04999923706055,1.2705069996066243e-08,757500.0,757500.0,0.0
